case_id,mesh_level,qoi_label,window_role,time_window_s,value,unit,geometry_mask_id,source_family,pressure_velocity_basis,admission_status,release_status
salt_3,medium,Q_wall_W,terminal_minus,1338,25.0788404008,W,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,mdot_exchange_positive_outward_proxy_kg_s,terminal_minus,1338,2.40574212281e-05,kg/s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,tau_recirc_proxy_s,terminal_minus,1338,708.597859897,s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,wall_core_bulk_temperature_contrast_K,terminal_minus,1338,-0.109275158987,K,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,Q_wall_W,terminal,1339,25.0788018906,W,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,mdot_exchange_positive_outward_proxy_kg_s,terminal,1339,2.39956846835e-05,kg/s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,tau_recirc_proxy_s,terminal,1339,710.418453975,s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,wall_core_bulk_temperature_contrast_K,terminal,1339,-0.109270675385,K,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,Q_wall_W,terminal_plus,1340,25.0787654503,W,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,mdot_exchange_positive_outward_proxy_kg_s,terminal_plus,1340,2.39521238159e-05,kg/s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,tau_recirc_proxy_s,terminal_plus,1340,711.709723958,s,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_3,medium,wall_core_bulk_temperature_contrast_K,terminal_plus,1340,-0.109280781952,K,salt_3_medium,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
