case_id,split_role,source_segment_id,physical_role,setup_patch_or_group,setup_value_W,runtime_allowed_now,provenance_class_after_recovery,salt2_phase_e_passive_plus_hx_loss_W_reference,magnitude_ratio_to_salt2_phase_e_passive_plus_hx_loss,coupling_decision,protected_split_scoring_status,next_gate,claim_boundary
salt_1,train,lower_leg,heater,pipeleg_lower_04_05_06_straight_total,232.30000000000004,false,setup_known_candidate,,,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_1,train,cooling_branch,cooler,pipeleg_upper_05_cooler,-103.16215407994024,false,setup_known_candidate,,,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_1,train,upcomer,test_section,pipeleg_left_04_test_section,37.0,false,setup_known_candidate,,,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_2,train,lower_leg,heater,pipeleg_lower_04_05_06_straight_total,265.7,false,setup_known_candidate,302.6917569849107,0.8777906694474182,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_2,train,cooling_branch,cooler,pipeleg_upper_05_cooler,-104.07353581998868,false,setup_known_candidate,302.6917569849107,0.34382679216856504,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_2,train,upcomer,test_section,pipeleg_left_04_test_section,37.0,false,setup_known_candidate,302.6917569849107,0.12223656292643763,runtime_contract_needed_before_use,train_metadata_only_not_scored,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_3,validation,lower_leg,heater,pipeleg_lower_04_05_06_straight_total,297.5,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_3,validation,cooling_branch,cooler,pipeleg_upper_05_cooler,-114.57817713779176,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_3,validation,upcomer,test_section,pipeleg_left_04_test_section,37.0,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_4,holdout,lower_leg,heater,pipeleg_lower_04_05_06_straight_total,337.59999999999997,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_4,holdout,cooling_branch,cooler,pipeleg_upper_05_cooler,-128.1485764924187,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
salt_4,holdout,upcomer,test_section,pipeleg_left_04_test_section,37.0,false,setup_known_candidate,,,runtime_contract_needed_before_use,not_scored_metadata_only,wait_for_setup_known_source_sink_contract_and_source_property_release,"train-only diagnostic post-processing; no Fluid run, no fitting, no model selection, no repair execution, no freeze/admission, no validation/holdout/external-test scoring"
