case_key,canonical_split_role,sensor,kind,runtime_temperature_allowed,fit_allowed,score_allowed,score_use,source_segment,fluid_projection_status,policy,blocker_or_caveat,source_path
salt1_nominal,final_training,TP1,TP,false,false,true_provisional,scoreable_provisional_diagnostic_target,top_horizontal_exit,provisional_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TP2,TP,false,false,false,exclude_from_score_aggregate_report_as_blocked,right_downcomer_bottom_horizontal_junction,projected_1d_validation_target,exclude_until_coordinate_or_output_blocker_clears,Current Fluid provisional TP2 x coordinate is off the current 1D path; native CFD TP2 and notes bound it to the right-downcomer/bottom-horizontal junction.,work_products/2026-07/2026-07-16/2026-07-16_tp2_1d_model_evidence/tp2_projected_sensor_registry.csv
salt1_nominal,final_training,TP3,TP,false,false,true_provisional,scoreable_provisional_diagnostic_target,left_lower_vertical,provisional_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TP4,TP,false,false,true_provisional,scoreable_provisional_diagnostic_target,left_lower_vertical,provisional_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TP5,TP,false,false,true_provisional,scoreable_provisional_diagnostic_target,test_section,provisional_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TP6,TP,false,false,true_provisional,scoreable_provisional_diagnostic_target,left_upper_vertical,provisional_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TW1,TW,false,false,true_provisional,scoreable_provisional_diagnostic_target,right_vertical,source_backed_directionally,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TW2,TW,false,false,true_provisional,scoreable_provisional_diagnostic_target,right_vertical,source_backed_directionally,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TW3,TW,false,false,true_provisional,scoreable_provisional_diagnostic_target,right_vertical,source_backed_directionally,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
salt1_nominal,final_training,TW4,TW,false,false,true_provisional,scoreable_provisional_diagnostic_target,heated_incline,approximate_working_placement,post_solve_validation_target_only,No blocker for provisional diagnostic score; thesis-grade coordinate claim still blocked by provisional registry status.,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv
